track_name,track_add_date,track_add_time,multiple_artists_bool,name_of_artists,album_name,album_release_date,album_release_date_precision,number_of_tracks_in_album,position_in_playlist,track_duration_ms,track_popularity,track_explicit,images_path,data_collection_date
Like Crazy (English Version),4/2/23,9:59:23,FALSE,['Jimin'],FACE,3/24/23,day,6,32,212253,86,FALSE,./images/like_crazy_english_version_jimin.jpg,4/2/23
I Ain't Worried,4/2/23,9:59:23,FALSE,['OneRepublic'],OneRepublic (Japan Paradise Tour Edition),2/15/23,day,18,33,148120,52,FALSE,./images/i_aint_worried_onerepublic.jpg,4/2/23
Starboy,4/2/23,9:59:23,TRUE,"['The Weeknd', 'Daft Punk']",Starboy,11/25/16,day,18,34,230453,92,TRUE,./images/starboy_the_weeknd.jpg,4/2/23
I Wanna Be Yours,4/2/23,9:59:23,FALSE,['Arctic Monkeys'],AM,9/9/13,day,12,35,183956,92,FALSE,./images/i_wanna_be_yours_arctic_monkeys.jpg,4/2/23
Escapism.,4/2/23,9:59:23,TRUE,"['RAYE', '070 Shake']",My 21st Century Blues,2/3/23,day,15,36,272373,81,TRUE,./images/escapism_raye.jpg,4/2/23
Another Love,4/2/23,9:59:23,FALSE,['Tom Odell'],Long Way Down,6/17/13,day,10,37,244360,62,TRUE,./images/another_love_tom_odell.jpg,4/2/23
golden hour,4/2/23,9:59:23,FALSE,['JVKE'],this is what ____ feels like (Vol. 1-4),9/23/22,day,12,38,209259,90,FALSE,./images/golden_hour_jvke.jpg,4/2/23
Feliz Cumpleaños Ferxxo,4/2/23,9:59:23,FALSE,['Feid'],FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,9/14/22,day,15,39,155960,89,FALSE,./images/feliz_cumpleaos_ferxxo_feid.jpg,4/2/23
La Jumpa,4/2/23,9:59:23,TRUE,"['Arcángel', 'Bad Bunny']",Sr. Santos,12/1/22,day,18,40,255693,87,TRUE,./images/la_jumpa_arcngel.jpg,4/2/23
OMG,4/2/23,9:59:23,FALSE,['NewJeans'],NewJeans 'OMG',1/2/23,day,2,41,212253,93,FALSE,./images/omg_newjeans.jpg,4/2/23
Mockingbird,4/2/23,9:59:23,FALSE,['Eminem'],Encore (Deluxe Version),11/12/04,day,23,42,250760,91,TRUE,./images/mockingbird_eminem.jpg,4/2/23
Players,4/2/23,9:59:23,FALSE,['Coi Leray'],Players,11/30/22,day,1,43,139560,92,TRUE,./images/players_coi_leray.jpg,4/2/23
Rara Vez,4/2/23,9:59:23,TRUE,"['Taiu', 'Milo j']",Rara Vez,2/8/23,day,1,44,128677,89,FALSE,./images/rara_vez_taiu.jpg,4/2/23
El Gordo Trae El Mando,4/2/23,9:59:23,FALSE,['Chino Pacas'],El Gordo Trae El Mando,1/27/23,day,1,45,112087,89,TRUE,./images/el_gordo_trae_el_mando_chino_pacas.jpg,4/2/23
Ch y la Pizza,4/2/23,9:59:23,TRUE,"['Fuerza Regida', 'Natanael Cano']",Pa Que Hablen,12/30/22,day,13,46,136913,83,TRUE,./images/ch_y_la_pizza_fuerza_regida.jpg,4/2/23
Shorty Party,4/2/23,9:59:23,TRUE,"['Cartel De Santa', 'La Kelly']",Shorty Party,3/4/23,day,1,47,265000,90,TRUE,./images/shorty_party_cartel_de_santa.jpg,4/2/23
CHORRITO PA LAS ANIMAS,4/2/23,9:59:23,FALSE,['Feid'],SIXDO,12/2/22,day,6,48,168133,91,TRUE,./images/chorrito_pa_las_animas_feid.jpg,4/2/23
Fin de Semana,4/2/23,9:59:23,TRUE,"['Oscar Maydon', 'Junior H']",Fin de Semana,1/13/23,day,1,49,224920,90,FALSE,./images/fin_de_semana_oscar_maydon.jpg,4/2/23
Me Porto Bonito,4/2/23,9:59:23,TRUE,"['Bad Bunny', 'Chencho Corleone']",Un Verano Sin Ti,5/6/22,day,23,50,178567,91,TRUE,./images/me_porto_bonito_bad_bunny.jpg,4/2/23
Flowers,4/3/23,9:54:28,FALSE,['Miley Cyrus'],Endless Summer Vacation,3/10/23,day,13,1,200600,88,FALSE,./images/flowers_miley_cyrus.jpg,4/3/23
Ella Baila Sola,4/3/23,9:54:28,TRUE,"['Eslabon Armado', 'Peso Pluma']",Ella Baila Sola,3/16/23,day,1,2,165671,92,FALSE,./images/ella_baila_sola_eslabon_armado.jpg,4/3/23
Kill Bill,4/3/23,9:54:28,FALSE,['SZA'],SOS,12/8/22,day,23,3,153946,95,FALSE,./images/kill_bill_sza.jpg,4/3/23
TQG,4/3/23,9:54:28,TRUE,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2/24/23,day,17,4,197933,97,TRUE,./images/tqg_karol_g.jpg,4/3/23
BESO,4/3/23,9:54:28,TRUE,"['ROSALÍA', 'Rauw Alejandro']",RR,3/24/23,day,3,5,194543,90,FALSE,./images/beso_rosala.jpg,4/3/23
Boy's a liar Pt. 2,4/3/23,9:54:28,TRUE,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2/3/23,day,2,6,131013,97,FALSE,./images/boys_a_liar_pt_2_pinkpantheress.jpg,4/3/23
La Bebe - Remix,4/3/23,9:54:28,TRUE,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),3/17/23,day,2,7,234352,89,TRUE,./images/la_bebe_remix_yng_lvcas.jpg,4/3/23
As It Was,4/3/23,9:54:28,FALSE,['Harry Styles'],Harry's House,5/20/22,day,13,8,167303,91,FALSE,./images/as_it_was_harry_styles.jpg,4/3/23
Die For You (with Ariana Grande) - Remix,4/3/23,9:54:28,TRUE,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),3/14/23,day,21,9,232857,82,FALSE,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,4/3/23
FLOWER,4/3/23,9:54:28,FALSE,['JISOO'],ME,3/31/23,day,2,10,173134,76,FALSE,./images/flower_jisoo.jpg,4/3/23
Creepin' (with The Weeknd & 21 Savage),4/3/23,9:54:28,TRUE,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,12/2/22,day,15,11,221520,96,TRUE,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,4/3/23
Yandel 150,4/3/23,9:54:28,TRUE,"['Yandel', 'Feid']",Resistencia,1/13/23,day,17,12,216148,89,TRUE,./images/yandel_150_yandel.jpg,4/3/23
"Shakira: Bzrp Music Sessions, Vol. 53",4/3/23,9:54:28,TRUE,"['Bizarrap', 'Shakira']","Shakira: Bzrp Music Sessions, Vol. 53",1/11/23,day,1,13,214945,97,FALSE,./images/shakira_bzrp_music_sessions_vol_53_bizarrap.jpg,4/3/23
Calm Down (with Selena Gomez),4/3/23,9:54:28,TRUE,"['Rema', 'Selena Gomez']",Calm Down (with Selena Gomez),8/25/22,day,1,14,239317,95,FALSE,./images/calm_down_with_selena_gomez_rema.jpg,4/3/23
Like Crazy,4/3/23,9:54:28,FALSE,['Jimin'],FACE,3/24/23,day,6,15,212241,88,FALSE,./images/like_crazy_jimin.jpg,4/3/23
Cupid - Twin Ver.,4/3/23,9:54:28,FALSE,['FIFTY FIFTY'],The Beginning: Cupid,2/24/23,day,3,16,174253,31,FALSE,./images/cupid_twin_ver_fifty_fifty.jpg,4/3/23
PRC,4/3/23,9:54:28,TRUE,"['Peso Pluma', 'Natanael Cano']",PRC,1/23/23,day,1,17,184066,92,TRUE,./images/prc_peso_pluma.jpg,4/3/23
AMG,4/3/23,9:54:28,TRUE,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']",AMG,11/24/22,day,1,18,174942,92,TRUE,./images/amg_natanael_cano.jpg,4/3/23
Anti-Hero,4/3/23,9:54:28,FALSE,['Taylor Swift'],Midnights,10/21/22,day,13,19,200690,94,FALSE,./images/antihero_taylor_swift.jpg,4/3/23
Die For You,4/3/23,9:54:28,FALSE,['The Weeknd'],Starboy,11/24/16,day,18,20,260253,90,FALSE,./images/die_for_you_the_weeknd.jpg,4/3/23
Unholy (feat. Kim Petras),4/3/23,9:54:28,TRUE,"['Sam Smith', 'Kim Petras']",Gloria,1/27/23,day,13,21,156943,86,FALSE,./images/unholy_feat_kim_petras_sam_smith.jpg,4/3/23
Like Crazy (English Version),4/3/23,9:54:28,FALSE,['Jimin'],FACE,3/24/23,day,6,22,212253,87,FALSE,./images/like_crazy_english_version_jimin.jpg,4/3/23
Last Night,4/3/23,9:54:28,FALSE,['Morgan Wallen'],One Thing At A Time,3/3/23,day,36,23,163854,87,TRUE,./images/last_night_morgan_wallen.jpg,4/3/23
La Bachata,4/3/23,9:54:28,FALSE,['Manuel Turizo'],2000,3/17/23,day,15,24,162637,81,FALSE,./images/la_bachata_manuel_turizo.jpg,4/3/23
Here With Me,4/3/23,9:54:28,FALSE,['d4vd'],Here With Me,9/22/22,day,1,25,242484,94,FALSE,./images/here_with_me_d4vd.jpg,4/3/23
I'm Good (Blue),4/3/23,9:54:28,TRUE,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),8/26/22,day,2,26,175238,94,TRUE,./images/im_good_blue_david_guetta.jpg,4/3/23
Coco Chanel,4/3/23,9:54:28,TRUE,"['Eladio Carrion', 'Bad Bunny']",3MEN2 KBRN,3/17/23,day,18,27,208125,89,TRUE,./images/coco_chanel_eladio_carrion.jpg,4/3/23
Hey Mor,4/3/23,9:54:28,TRUE,"['Ozuna', 'Feid']",OzuTochi,10/7/22,day,18,28,196600,91,FALSE,./images/hey_mor_ozuna.jpg,4/3/23
El Azul,4/3/23,9:54:28,TRUE,"['Junior H', 'Peso Pluma']",El Azul,2/10/23,day,1,29,187225,89,TRUE,./images/el_azul_junior_h.jpg,4/3/23
I Wanna Be Yours,4/3/23,9:54:28,FALSE,['Arctic Monkeys'],AM,9/9/13,day,12,30,183956,92,FALSE,./images/i_wanna_be_yours_arctic_monkeys.jpg,4/3/23
Until I Found You (with Em Beihold) - Em Beihold Version,4/3/23,9:54:28,TRUE,"['Stephen Sanchez', 'Em Beihold']",Until I Found You (Em Beihold Version),4/22/22,day,1,31,176440,93,FALSE,./images/until_i_found_you_with_em_beihold_em_beihold_version_stephen_sanchez.jpg,4/3/23
golden hour,4/3/23,9:54:28,FALSE,['JVKE'],this is what ____ feels like (Vol. 1-4),9/23/22,day,12,32,209259,90,FALSE,./images/golden_hour_jvke.jpg,4/3/23
Starboy,4/3/23,9:54:28,TRUE,"['The Weeknd', 'Daft Punk']",Starboy,11/25/16,day,18,33,230453,92,TRUE,./images/starboy_the_weeknd.jpg,4/3/23
Another Love,4/3/23,9:54:28,FALSE,['Tom Odell'],Long Way Down,6/17/13,day,10,34,244360,62,TRUE,./images/another_love_tom_odell.jpg,4/3/23
OMG,4/3/23,9:54:28,FALSE,['NewJeans'],NewJeans 'OMG',1/2/23,day,2,35,212253,93,FALSE,./images/omg_newjeans.jpg,4/3/23
"Quevedo: Bzrp Music Sessions, Vol. 52",4/3/23,9:54:28,TRUE,"['Bizarrap', 'Quevedo']","Quevedo: Bzrp Music Sessions, Vol. 52",7/6/22,day,1,36,198937,93,FALSE,./images/quevedo_bzrp_music_sessions_vol_52_bizarrap.jpg,4/3/23
I Ain't Worried,4/3/23,9:54:28,FALSE,['OneRepublic'],OneRepublic (Japan Paradise Tour Edition),2/15/23,day,18,37,148120,52,FALSE,./images/i_aint_worried_onerepublic.jpg,4/3/23
Escapism.,4/3/23,9:54:28,TRUE,"['RAYE', '070 Shake']",My 21st Century Blues,2/3/23,day,15,38,272373,81,TRUE,./images/escapism_raye.jpg,4/3/23
"Arcángel: Bzrp Music Sessions, Vol. 54",4/3/23,9:54:28,TRUE,"['Bizarrap', 'Arcángel']","Arcángel: Bzrp Music Sessions, Vol. 54",3/22/23,day,1,39,223019,87,FALSE,./images/arcngel_bzrp_music_sessions_vol_54_bizarrap.jpg,4/3/23
Players,4/3/23,9:54:28,FALSE,['Coi Leray'],Players,11/30/22,day,1,40,139560,92,TRUE,./images/players_coi_leray.jpg,4/3/23
Mockingbird,4/3/23,9:54:28,FALSE,['Eminem'],Encore (Deluxe Version),11/12/04,day,23,41,250760,91,TRUE,./images/mockingbird_eminem.jpg,4/3/23
El Gordo Trae El Mando,4/3/23,9:54:28,FALSE,['Chino Pacas'],El Gordo Trae El Mando,1/27/23,day,1,42,112087,89,TRUE,./images/el_gordo_trae_el_mando_chino_pacas.jpg,4/3/23
Feliz Cumpleaños Ferxxo,4/3/23,9:54:28,FALSE,['Feid'],FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,9/14/22,day,15,43,155960,89,FALSE,./images/feliz_cumpleaos_ferxxo_feid.jpg,4/3/23
La Jumpa,4/3/23,9:54:28,TRUE,"['Arcángel', 'Bad Bunny']",Sr. Santos,12/1/22,day,18,44,255693,87,TRUE,./images/la_jumpa_arcngel.jpg,4/3/23
Ch y la Pizza,4/3/23,9:54:28,TRUE,"['Fuerza Regida', 'Natanael Cano']",Pa Que Hablen,12/30/22,day,13,45,136913,83,TRUE,./images/ch_y_la_pizza_fuerza_regida.jpg,4/3/23
Rara Vez,4/3/23,9:54:28,TRUE,"['Taiu', 'Milo j']",Rara Vez,2/8/23,day,1,46,128677,89,FALSE,./images/rara_vez_taiu.jpg,4/3/23
Set Me Free Pt.2,4/3/23,9:54:28,FALSE,['Jimin'],Set Me Free Pt.2,3/17/23,day,1,47,200929,89,TRUE,./images/set_me_free_pt2_jimin.jpg,4/3/23
Snooze,4/3/23,9:54:28,FALSE,['SZA'],SOS,12/9/22,day,23,48,201800,91,TRUE,./images/snooze_sza.jpg,4/3/23
Bones,4/3/23,9:54:28,FALSE,['Imagine Dragons'],Mercury - Acts 1 & 2,7/1/22,day,32,49,165264,86,FALSE,./images/bones_imagine_dragons.jpg,4/3/23
Fin de Semana,4/3/23,9:54:28,TRUE,"['Oscar Maydon', 'Junior H']",Fin de Semana,1/13/23,day,1,50,224920,90,FALSE,./images/fin_de_semana_oscar_maydon.jpg,4/3/23
Flowers,4/4/23,9:55:43,FALSE,['Miley Cyrus'],Endless Summer Vacation,3/10/23,day,13,1,200600,89,FALSE,./images/flowers_miley_cyrus.jpg,4/4/23
Kill Bill,4/4/23,9:55:43,FALSE,['SZA'],SOS,12/8/22,day,23,2,153946,95,FALSE,./images/kill_bill_sza.jpg,4/4/23
Ella Baila Sola,4/4/23,9:55:43,TRUE,"['Eslabon Armado', 'Peso Pluma']",Ella Baila Sola,3/16/23,day,1,3,165671,92,FALSE,./images/ella_baila_sola_eslabon_armado.jpg,4/4/23
TQG,4/4/23,9:55:43,TRUE,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2/24/23,day,17,4,197933,97,TRUE,./images/tqg_karol_g.jpg,4/4/23
BESO,4/4/23,9:55:43,TRUE,"['ROSALÍA', 'Rauw Alejandro']",RR,3/24/23,day,3,5,194543,90,FALSE,./images/beso_rosala.jpg,4/4/23
Boy's a liar Pt. 2,4/4/23,9:55:43,TRUE,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2/3/23,day,2,6,131013,97,FALSE,./images/boys_a_liar_pt_2_pinkpantheress.jpg,4/4/23
As It Was,4/4/23,9:55:43,FALSE,['Harry Styles'],Harry's House,5/20/22,day,13,7,167303,92,FALSE,./images/as_it_was_harry_styles.jpg,4/4/23
Die For You (with Ariana Grande) - Remix,4/4/23,9:55:43,TRUE,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),3/14/23,day,21,8,232857,83,FALSE,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,4/4/23
La Bebe - Remix,4/4/23,9:55:43,TRUE,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),3/17/23,day,2,9,234352,89,TRUE,./images/la_bebe_remix_yng_lvcas.jpg,4/4/23
Creepin' (with The Weeknd & 21 Savage),4/4/23,9:55:43,TRUE,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,12/2/22,day,15,10,221520,96,TRUE,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,4/4/23
FLOWER,4/4/23,9:55:43,FALSE,['JISOO'],ME,3/31/23,day,2,11,173134,78,FALSE,./images/flower_jisoo.jpg,4/4/23
Calm Down (with Selena Gomez),4/4/23,9:55:43,TRUE,"['Rema', 'Selena Gomez']",Calm Down (with Selena Gomez),8/25/22,day,1,12,239317,95,FALSE,./images/calm_down_with_selena_gomez_rema.jpg,4/4/23
Like Crazy,4/4/23,9:55:43,FALSE,['Jimin'],FACE,3/24/23,day,6,13,212241,88,FALSE,./images/like_crazy_jimin.jpg,4/4/23
Yandel 150,4/4/23,9:55:43,TRUE,"['Yandel', 'Feid']",Resistencia,1/13/23,day,17,14,216148,89,TRUE,./images/yandel_150_yandel.jpg,4/4/23
"Shakira: Bzrp Music Sessions, Vol. 53",4/4/23,9:55:43,TRUE,"['Bizarrap', 'Shakira']","Shakira: Bzrp Music Sessions, Vol. 53",1/11/23,day,1,15,214945,97,FALSE,./images/shakira_bzrp_music_sessions_vol_53_bizarrap.jpg,4/4/23
Anti-Hero,4/4/23,9:55:43,FALSE,['Taylor Swift'],Midnights,10/21/22,day,13,16,200690,94,FALSE,./images/antihero_taylor_swift.jpg,4/4/23
Die For You,4/4/23,9:55:43,FALSE,['The Weeknd'],Starboy,11/24/16,day,18,17,260253,90,FALSE,./images/die_for_you_the_weeknd.jpg,4/4/23
Unholy (feat. Kim Petras),4/4/23,9:55:43,TRUE,"['Sam Smith', 'Kim Petras']",Gloria,1/27/23,day,13,18,156943,86,FALSE,./images/unholy_feat_kim_petras_sam_smith.jpg,4/4/23
PRC,4/4/23,9:55:43,TRUE,"['Peso Pluma', 'Natanael Cano']",PRC,1/23/23,day,1,19,184066,93,TRUE,./images/prc_peso_pluma.jpg,4/4/23
I'm Good (Blue),4/4/23,9:55:43,TRUE,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),8/26/22,day,2,20,175238,94,TRUE,./images/im_good_blue_david_guetta.jpg,4/4/23
Last Night,4/4/23,9:55:43,FALSE,['Morgan Wallen'],One Thing At A Time,3/3/23,day,36,21,163854,87,TRUE,./images/last_night_morgan_wallen.jpg,4/4/23
AMG,4/4/23,9:55:43,TRUE,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']",AMG,11/24/22,day,1,22,174942,92,TRUE,./images/amg_natanael_cano.jpg,4/4/23
Here With Me,4/4/23,9:55:43,FALSE,['d4vd'],Here With Me,9/22/22,day,1,23,242484,94,FALSE,./images/here_with_me_d4vd.jpg,4/4/23
La Bachata,4/4/23,9:55:43,FALSE,['Manuel Turizo'],2000,3/17/23,day,15,24,162637,81,FALSE,./images/la_bachata_manuel_turizo.jpg,4/4/23
Cupid - Twin Ver.,4/4/23,9:55:43,FALSE,['FIFTY FIFTY'],The Beginning: Cupid,2/24/23,day,3,25,174253,48,FALSE,./images/cupid_twin_ver_fifty_fifty.jpg,4/4/23
Coco Chanel,4/4/23,9:55:43,TRUE,"['Eladio Carrion', 'Bad Bunny']",3MEN2 KBRN,3/17/23,day,18,26,208125,90,TRUE,./images/coco_chanel_eladio_carrion.jpg,4/4/23
Until I Found You (with Em Beihold) - Em Beihold Version,4/4/23,9:55:43,TRUE,"['Stephen Sanchez', 'Em Beihold']",Until I Found You (Em Beihold Version),4/22/22,day,1,27,176440,93,FALSE,./images/until_i_found_you_with_em_beihold_em_beihold_version_stephen_sanchez.jpg,4/4/23
Hey Mor,4/4/23,9:55:43,TRUE,"['Ozuna', 'Feid']",OzuTochi,10/7/22,day,18,28,196600,91,FALSE,./images/hey_mor_ozuna.jpg,4/4/23
Like Crazy (English Version),4/4/23,9:55:43,FALSE,['Jimin'],FACE,3/24/23,day,6,29,212253,87,FALSE,./images/like_crazy_english_version_jimin.jpg,4/4/23
I Wanna Be Yours,4/4/23,9:55:43,FALSE,['Arctic Monkeys'],AM,9/9/13,day,12,30,183956,92,FALSE,./images/i_wanna_be_yours_arctic_monkeys.jpg,4/4/23
Another Love,4/4/23,9:55:43,FALSE,['Tom Odell'],Long Way Down,6/17/13,day,10,31,244360,62,TRUE,./images/another_love_tom_odell.jpg,4/4/23
Starboy,4/4/23,9:55:43,TRUE,"['The Weeknd', 'Daft Punk']",Starboy,11/25/16,day,18,32,230453,92,TRUE,./images/starboy_the_weeknd.jpg,4/4/23
golden hour,4/4/23,9:55:43,FALSE,['JVKE'],this is what ____ feels like (Vol. 1-4),9/23/22,day,12,33,209259,90,FALSE,./images/golden_hour_jvke.jpg,4/4/23
Escapism.,4/4/23,9:55:43,TRUE,"['RAYE', '070 Shake']",My 21st Century Blues,2/3/23,day,15,34,272373,81,TRUE,./images/escapism_raye.jpg,4/4/23
OMG,4/4/23,9:55:43,FALSE,['NewJeans'],NewJeans 'OMG',1/2/23,day,2,35,212253,93,FALSE,./images/omg_newjeans.jpg,4/4/23
I Ain't Worried,4/4/23,9:55:43,FALSE,['OneRepublic'],OneRepublic (Japan Paradise Tour Edition),2/15/23,day,18,36,148120,52,FALSE,./images/i_aint_worried_onerepublic.jpg,4/4/23
El Azul,4/4/23,9:55:43,TRUE,"['Junior H', 'Peso Pluma']",El Azul,2/10/23,day,1,37,187225,89,TRUE,./images/el_azul_junior_h.jpg,4/4/23
"Quevedo: Bzrp Music Sessions, Vol. 52",4/4/23,9:55:43,TRUE,"['Bizarrap', 'Quevedo']","Quevedo: Bzrp Music Sessions, Vol. 52",7/6/22,day,1,38,198937,93,FALSE,./images/quevedo_bzrp_music_sessions_vol_52_bizarrap.jpg,4/4/23
Mockingbird,4/4/23,9:55:43,FALSE,['Eminem'],Encore (Deluxe Version),11/12/04,day,23,39,250760,91,TRUE,./images/mockingbird_eminem.jpg,4/4/23
Players,4/4/23,9:55:43,FALSE,['Coi Leray'],Players,11/30/22,day,1,40,139560,92,TRUE,./images/players_coi_leray.jpg,4/4/23
Set Me Free Pt.2,4/4/23,9:55:43,FALSE,['Jimin'],Set Me Free Pt.2,3/17/23,day,1,41,200929,89,TRUE,./images/set_me_free_pt2_jimin.jpg,4/4/23
ceilings,4/4/23,9:55:43,FALSE,['Lizzy McAlpine'],five seconds flat,4/8/22,day,14,42,182887,91,FALSE,./images/ceilings_lizzy_mcalpine.jpg,4/4/23
Rara Vez,4/4/23,9:55:43,TRUE,"['Taiu', 'Milo j']",Rara Vez,2/8/23,day,1,43,128677,90,FALSE,./images/rara_vez_taiu.jpg,4/4/23
Feliz Cumpleaños Ferxxo,4/4/23,9:55:43,FALSE,['Feid'],FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,9/14/22,day,15,44,155960,89,FALSE,./images/feliz_cumpleaos_ferxxo_feid.jpg,4/4/23
La Jumpa,4/4/23,9:55:43,TRUE,"['Arcángel', 'Bad Bunny']",Sr. Santos,12/1/22,day,18,45,255693,87,TRUE,./images/la_jumpa_arcngel.jpg,4/4/23
"Arcángel: Bzrp Music Sessions, Vol. 54",4/4/23,9:55:43,TRUE,"['Bizarrap', 'Arcángel']","Arcángel: Bzrp Music Sessions, Vol. 54",3/22/23,day,1,46,223019,87,FALSE,./images/arcngel_bzrp_music_sessions_vol_54_bizarrap.jpg,4/4/23
Snooze,4/4/23,9:55:43,FALSE,['SZA'],SOS,12/9/22,day,23,47,201800,91,TRUE,./images/snooze_sza.jpg,4/4/23
All Of The Girls You Loved Before,4/4/23,9:55:43,FALSE,['Taylor Swift'],All Of The Girls You Loved Before,8/23/19,day,1,48,221407,90,FALSE,./images/all_of_the_girls_you_loved_before_taylor_swift.jpg,4/4/23
Bones,4/4/23,9:55:43,FALSE,['Imagine Dragons'],Mercury - Acts 1 & 2,7/1/22,day,32,49,165264,86,FALSE,./images/bones_imagine_dragons.jpg,4/4/23
Eyes Closed,4/4/23,9:55:43,FALSE,['Ed Sheeran'],Eyes Closed (Piano Version),3/23/23,day,2,50,194848,67,FALSE,./images/eyes_closed_ed_sheeran.jpg,4/4/23
Flowers,4/5/23,9:37:18,FALSE,['Miley Cyrus'],Endless Summer Vacation,3/10/23,day,13,1,200600,89,FALSE,./images/flowers_miley_cyrus.jpg,4/5/23
Kill Bill,4/5/23,9:37:18,FALSE,['SZA'],SOS,12/8/22,day,23,2,153946,95,FALSE,./images/kill_bill_sza.jpg,4/5/23
Ella Baila Sola,4/5/23,9:37:18,TRUE,"['Eslabon Armado', 'Peso Pluma']",Ella Baila Sola,3/16/23,day,1,3,165671,93,FALSE,./images/ella_baila_sola_eslabon_armado.jpg,4/5/23
TQG,4/5/23,9:37:18,TRUE,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2/24/23,day,17,4,197933,97,TRUE,./images/tqg_karol_g.jpg,4/5/23
BESO,4/5/23,9:37:18,TRUE,"['ROSALÍA', 'Rauw Alejandro']",RR,3/24/23,day,3,5,194543,91,FALSE,./images/beso_rosala.jpg,4/5/23
Boy's a liar Pt. 2,4/5/23,9:37:18,TRUE,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2/3/23,day,2,6,131013,97,FALSE,./images/boys_a_liar_pt_2_pinkpantheress.jpg,4/5/23
As It Was,4/5/23,9:37:18,FALSE,['Harry Styles'],Harry's House,5/20/22,day,13,7,167303,92,FALSE,./images/as_it_was_harry_styles.jpg,4/5/23
Die For You (with Ariana Grande) - Remix,4/5/23,9:37:18,TRUE,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),3/14/23,day,21,8,232857,83,FALSE,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,4/5/23
La Bebe - Remix,4/5/23,9:37:18,TRUE,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),3/17/23,day,2,9,234352,90,TRUE,./images/la_bebe_remix_yng_lvcas.jpg,4/5/23
Creepin' (with The Weeknd & 21 Savage),4/5/23,9:37:18,TRUE,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,12/2/22,day,15,10,221520,96,TRUE,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,4/5/23
Like Crazy,4/5/23,9:37:18,FALSE,['Jimin'],FACE,3/24/23,day,6,11,212241,89,FALSE,./images/like_crazy_jimin.jpg,4/5/23
Calm Down (with Selena Gomez),4/5/23,9:37:18,TRUE,"['Rema', 'Selena Gomez']",Calm Down (with Selena Gomez),8/25/22,day,1,12,239317,95,FALSE,./images/calm_down_with_selena_gomez_rema.jpg,4/5/23
Yandel 150,4/5/23,9:37:18,TRUE,"['Yandel', 'Feid']",Resistencia,1/13/23,day,17,13,216148,89,TRUE,./images/yandel_150_yandel.jpg,4/5/23
FLOWER,4/5/23,9:37:18,FALSE,['JISOO'],ME,3/31/23,day,2,14,173134,80,FALSE,./images/flower_jisoo.jpg,4/5/23
"Shakira: Bzrp Music Sessions, Vol. 53",4/5/23,9:37:18,TRUE,"['Bizarrap', 'Shakira']","Shakira: Bzrp Music Sessions, Vol. 53",1/11/23,day,1,15,214945,97,FALSE,./images/shakira_bzrp_music_sessions_vol_53_bizarrap.jpg,4/5/23
Anti-Hero,4/5/23,9:37:18,FALSE,['Taylor Swift'],Midnights,10/21/22,day,13,16,200690,94,FALSE,./images/antihero_taylor_swift.jpg,4/5/23
Unholy (feat. Kim Petras),4/5/23,9:37:18,TRUE,"['Sam Smith', 'Kim Petras']",Gloria,1/27/23,day,13,17,156943,86,FALSE,./images/unholy_feat_kim_petras_sam_smith.jpg,4/5/23
Die For You,4/5/23,9:37:18,FALSE,['The Weeknd'],Starboy,11/24/16,day,18,18,260253,90,FALSE,./images/die_for_you_the_weeknd.jpg,4/5/23
I'm Good (Blue),4/5/23,9:37:18,TRUE,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),8/26/22,day,2,19,175238,95,TRUE,./images/im_good_blue_david_guetta.jpg,4/5/23
