track_name,track_add_date,track_add_time,multiple_artists_bool,name_of_artists,album_name,album_release_date,album_release_date_precision,number_of_tracks_in_album,position_in_playlist,track_duration_ms,track_popularity,track_explicit,images_path,data_collection_date
greedy,9/25/23,8:55:20,FALSE,['Tate McRae'],greedy,9/15/23,day,1,8,131872,88,TRUE,./images/greedy_tate_mcrae.jpg,9/25/23
LADY GAGA,9/25/23,8:55:20,TRUE,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,6/29/23,day,17,9,212878,94,TRUE,./images/lady_gaga_peso_pluma.jpg,9/25/23
Columbia,9/25/23,8:55:20,FALSE,['Quevedo'],Columbia,7/7/23,day,1,10,186000,96,FALSE,./images/columbia_quevedo.jpg,9/25/23
"What Was I Made For? [From The Motion Picture ""Barbie""]",9/25/23,8:55:20,FALSE,['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/23,day,1,11,222369,96,FALSE,./images/what_was_i_made_for_from_the_motion_picture_barbie_billie_eilish.jpg,9/25/23
Dance The Night - From Barbie The Album,9/25/23,8:55:20,FALSE,['Dua Lipa'],Dance The Night (From Barbie The Album),5/25/23,day,1,12,176579,95,FALSE,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,9/25/23
I Wanna Be Yours,9/25/23,8:55:20,FALSE,['Arctic Monkeys'],AM,9/9/13,day,12,13,183956,93,FALSE,./images/i_wanna_be_yours_arctic_monkeys.jpg,9/25/23
Daylight,9/25/23,8:55:20,FALSE,['David Kushner'],Daylight,4/14/23,day,1,14,212953,94,FALSE,./images/daylight_david_kushner.jpg,9/25/23
fukumean,9/25/23,8:55:20,FALSE,['Gunna'],a Gift & a Curse,6/16/23,day,15,15,125040,95,TRUE,./images/fukumean_gunna.jpg,9/25/23
bad idea right?,9/25/23,8:55:20,FALSE,['Olivia Rodrigo'],GUTS,9/8/23,day,12,16,184783,92,TRUE,./images/bad_idea_right_olivia_rodrigo.jpg,9/25/23
Chaleya,9/25/23,8:55:20,TRUE,"['Anirudh Ravichander', 'Arijit Singh', 'Shilpa Rao', 'Kumaar']",Jawan,9/5/23,day,7,17,200373,78,FALSE,./images/chaleya_anirudh_ravichander.jpg,9/25/23
Kill Bill,9/25/23,8:55:20,FALSE,['SZA'],SOS,12/8/22,day,23,18,153946,91,FALSE,./images/kill_bill_sza.jpg,9/25/23
Primera Cita,9/25/23,8:55:20,FALSE,['Carin Leon'],Colmillo De Leche,5/19/23,day,18,19,186455,85,FALSE,./images/primera_cita_carin_leon.jpg,9/25/23
As It Was,9/25/23,8:55:20,FALSE,['Harry Styles'],Harry's House,5/20/22,day,13,20,167303,92,FALSE,./images/as_it_was_harry_styles.jpg,9/25/23
Prada,9/25/23,8:55:20,TRUE,"['cassö', 'RAYE', 'D-Block Europe']",Prada,8/11/23,day,1,21,132359,91,TRUE,./images/prada_cass.jpg,9/25/23
Que Onda,9/25/23,8:55:20,TRUE,"['Calle 24', 'Chino Pacas', 'Fuerza Regida']",Que Onda,8/30/23,day,1,22,191466,90,TRUE,./images/que_onda_calle_24.jpg,9/25/23
Slow Dancing,9/25/23,8:55:20,FALSE,['V'],Layover,9/8/23,day,6,23,187026,93,FALSE,./images/slow_dancing_v.jpg,9/25/23
get him back!,9/25/23,8:55:20,FALSE,['Olivia Rodrigo'],GUTS,9/8/23,day,12,24,211141,91,TRUE,./images/get_him_back_olivia_rodrigo.jpg,9/25/23
I Remember Everything (feat. Kacey Musgraves),9/25/23,8:55:20,TRUE,"['Zach Bryan', 'Kacey Musgraves']",Zach Bryan,8/25/23,day,16,25,227195,91,FALSE,./images/i_remember_everything_feat_kacey_musgraves_zach_bryan.jpg,9/25/23
Starboy,9/25/23,8:55:20,TRUE,"['The Weeknd', 'Daft Punk']",Starboy,11/25/16,day,18,26,230453,92,TRUE,./images/starboy_the_weeknd.jpg,9/25/23
Agora Hills,9/25/23,8:55:20,FALSE,['Doja Cat'],Scarlet,9/20/23,day,15,27,265360,58,TRUE,./images/agora_hills_doja_cat.jpg,9/25/23
Classy 101,9/25/23,8:55:20,TRUE,"['Feid', 'Young Miko']",Classy 101,3/31/23,day,1,28,195986,93,TRUE,./images/classy_101_feid.jpg,9/25/23
Super Shy,9/25/23,8:55:20,FALSE,['NewJeans'],NewJeans 'Super Shy',7/7/23,day,2,29,154666,92,FALSE,./images/super_shy_newjeans.jpg,9/25/23
Según Quién,9/25/23,8:55:20,TRUE,"['Maluma', 'Carin Leon']",Don Juan,8/25/23,day,25,30,142334,77,TRUE,./images/segn_quin_maluma.jpg,9/25/23
Sprinter,9/25/23,8:55:20,TRUE,"['Dave', 'Central Cee']",Sprinter,6/1/23,day,1,31,229133,94,TRUE,./images/sprinter_dave.jpg,9/25/23
Flowers,9/25/23,8:55:20,FALSE,['Miley Cyrus'],Endless Summer Vacation,3/10/23,day,13,32,200600,93,FALSE,./images/flowers_miley_cyrus.jpg,9/25/23
Slime You Out (feat. SZA),9/25/23,8:55:20,TRUE,"['Drake', 'SZA']",Slime You Out,9/15/23,day,1,33,310490,89,TRUE,./images/slime_you_out_feat_sza_drake.jpg,9/25/23
Holanda,9/25/23,8:55:20,FALSE,['Jhayco'],Holanda,7/28/23,day,1,34,231693,91,TRUE,./images/holanda_jhayco.jpg,9/25/23
Style,9/25/23,8:55:20,FALSE,['Taylor Swift'],1989,10/27/14,day,13,35,231000,81,FALSE,./images/style_taylor_swift.jpg,9/25/23
Blank Space,9/25/23,8:55:20,FALSE,['Taylor Swift'],1989,10/27/14,day,13,36,231826,81,FALSE,./images/blank_space_taylor_swift.jpg,9/25/23
Heeriye (feat. Arijit Singh),9/25/23,8:55:20,TRUE,"['Jasleen Royal', 'Arijit Singh', 'Dulquer Salmaan']",Heeriye (feat. Arijit Singh),7/25/23,day,1,37,194857,89,FALSE,./images/heeriye_feat_arijit_singh_jasleen_royal.jpg,9/25/23
Die For You,9/25/23,8:55:20,FALSE,['The Weeknd'],Starboy,11/24/16,day,18,38,260253,89,FALSE,./images/die_for_you_the_weeknd.jpg,9/25/23
un x100to,9/25/23,8:55:20,TRUE,"['Grupo Frontera', 'Bad Bunny']",El Comienzo,8/25/23,day,12,39,194563,82,FALSE,./images/un_x100to_grupo_frontera.jpg,9/25/23
MI EX TENÍA RAZÓN,9/25/23,8:55:20,FALSE,['KAROL G'],MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/23,day,9,40,154374,87,FALSE,./images/mi_ex_tena_razn_karol_g.jpg,9/25/23
Another Love,9/25/23,8:55:20,FALSE,['Tom Odell'],Long Way Down (Deluxe),6/24/13,day,15,41,244360,90,TRUE,./images/another_love_tom_odell.jpg,9/25/23
Ella Baila Sola,9/25/23,8:55:20,TRUE,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,4/28/23,day,16,42,165671,86,FALSE,./images/ella_baila_sola_eslabon_armado.jpg,9/25/23
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,9/25/23,8:55:20,TRUE,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),6/2/23,day,1,43,215466,92,TRUE,./images/popular_with_playboi_carti_madonna_music_from_the_hbo_original_series_the_weeknd.jpg,9/25/23
La Bebe - Remix,9/25/23,8:55:20,TRUE,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),3/17/23,day,2,44,234352,93,TRUE,./images/la_bebe_remix_yng_lvcas.jpg,9/25/23
Locked out of Heaven,9/25/23,8:55:20,FALSE,['Bruno Mars'],Unorthodox Jukebox,12/7/12,day,10,45,233478,90,FALSE,./images/locked_out_of_heaven_bruno_mars.jpg,9/25/23
El Jefe,9/25/23,8:55:20,TRUE,"['Shakira', 'Fuerza Regida']",El Jefe,9/20/23,day,1,46,170297,79,TRUE,./images/el_jefe_shakira.jpg,9/25/23
EL AMOR DE SU VIDA,9/25/23,8:55:20,TRUE,"['Grupo Frontera', 'Grupo Firme']",El Comienzo,8/25/23,day,12,47,165848,86,FALSE,./images/el_amor_de_su_vida_grupo_frontera.jpg,9/25/23
Snooze,9/25/23,8:55:20,FALSE,['SZA'],SOS,12/9/22,day,23,48,201800,91,TRUE,./images/snooze_sza.jpg,9/25/23
See You Again (feat. Kali Uchis),9/25/23,8:55:20,TRUE,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,7/21/17,day,14,49,180386,91,TRUE,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,9/25/23
WHERE SHE GOES,9/25/23,8:55:20,FALSE,['Bad Bunny'],WHERE SHE GOES,5/18/23,day,1,50,231704,93,TRUE,./images/where_she_goes_bad_bunny.jpg,9/25/23
Paint The Town Red,9/26/23,13:02:24,FALSE,['Doja Cat'],Scarlet,9/20/23,day,15,1,230480,67,TRUE,./images/paint_the_town_red_doja_cat.jpg,9/26/23
Seven (feat. Latto) (Explicit Ver.),9/26/23,13:02:24,TRUE,"['Jung Kook', 'Latto']",Seven (feat. Latto),7/14/23,day,3,2,184400,97,TRUE,./images/seven_feat_latto_explicit_ver_jung_kook.jpg,9/26/23
Strangers,9/26/23,13:02:24,FALSE,['Kenya Grace'],Strangers,9/1/23,day,1,3,172964,92,FALSE,./images/strangers_kenya_grace.jpg,9/26/23
Cruel Summer,9/26/23,13:02:24,FALSE,['Taylor Swift'],Lover,8/23/19,day,18,4,178426,98,FALSE,./images/cruel_summer_taylor_swift.jpg,9/26/23
QLONA,9/26/23,13:02:24,TRUE,"['KAROL G', 'Peso Pluma']",MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/23,day,9,5,172797,91,TRUE,./images/qlona_karol_g.jpg,9/26/23
greedy,9/26/23,13:02:24,FALSE,['Tate McRae'],greedy,9/15/23,day,1,6,131872,89,TRUE,./images/greedy_tate_mcrae.jpg,9/26/23
vampire,9/26/23,13:02:24,FALSE,['Olivia Rodrigo'],GUTS,9/8/23,day,12,7,219724,93,TRUE,./images/vampire_olivia_rodrigo.jpg,9/26/23
LALA,9/26/23,13:02:24,FALSE,['Myke Towers'],LA VIDA ES UNA,3/23/23,day,23,8,197920,97,TRUE,./images/lala_myke_towers.jpg,9/26/23
"What Was I Made For? [From The Motion Picture ""Barbie""]",9/26/23,13:02:24,FALSE,['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/23,day,1,9,222369,96,FALSE,./images/what_was_i_made_for_from_the_motion_picture_barbie_billie_eilish.jpg,9/26/23
Columbia,9/26/23,13:02:24,FALSE,['Quevedo'],Columbia,7/7/23,day,1,10,186000,95,FALSE,./images/columbia_quevedo.jpg,9/26/23
Dance The Night - From Barbie The Album,9/26/23,13:02:24,FALSE,['Dua Lipa'],Dance The Night (From Barbie The Album),5/25/23,day,1,11,176579,95,FALSE,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,9/26/23
fukumean,9/26/23,13:02:24,FALSE,['Gunna'],a Gift & a Curse,6/16/23,day,15,12,125040,95,TRUE,./images/fukumean_gunna.jpg,9/26/23
LADY GAGA,9/26/23,13:02:24,TRUE,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,6/29/23,day,17,13,212878,94,TRUE,./images/lady_gaga_peso_pluma.jpg,9/26/23
Daylight,9/26/23,13:02:24,FALSE,['David Kushner'],Daylight,4/14/23,day,1,14,212953,94,FALSE,./images/daylight_david_kushner.jpg,9/26/23
I Wanna Be Yours,9/26/23,13:02:24,FALSE,['Arctic Monkeys'],AM,9/9/13,day,12,15,183956,93,FALSE,./images/i_wanna_be_yours_arctic_monkeys.jpg,9/26/23
bad idea right?,9/26/23,13:02:24,FALSE,['Olivia Rodrigo'],GUTS,9/8/23,day,12,16,184783,92,TRUE,./images/bad_idea_right_olivia_rodrigo.jpg,9/26/23
Prada,9/26/23,13:02:24,TRUE,"['cassö', 'RAYE', 'D-Block Europe']",Prada,8/11/23,day,1,17,132359,91,TRUE,./images/prada_cass.jpg,9/26/23
I Remember Everything (feat. Kacey Musgraves),9/26/23,13:02:24,TRUE,"['Zach Bryan', 'Kacey Musgraves']",Zach Bryan,8/25/23,day,16,18,227195,91,FALSE,./images/i_remember_everything_feat_kacey_musgraves_zach_bryan.jpg,9/26/23
As It Was,9/26/23,13:02:24,FALSE,['Harry Styles'],Harry's House,5/20/22,day,13,19,167303,92,FALSE,./images/as_it_was_harry_styles.jpg,9/26/23
Kill Bill,9/26/23,13:02:24,FALSE,['SZA'],SOS,12/8/22,day,23,20,153946,91,FALSE,./images/kill_bill_sza.jpg,9/26/23
Agora Hills,9/26/23,13:02:24,FALSE,['Doja Cat'],Scarlet,9/20/23,day,15,21,265360,61,TRUE,./images/agora_hills_doja_cat.jpg,9/26/23
Chaleya,9/26/23,13:02:24,TRUE,"['Anirudh Ravichander', 'Arijit Singh', 'Shilpa Rao', 'Kumaar']",Jawan,9/5/23,day,7,22,200373,78,FALSE,./images/chaleya_anirudh_ravichander.jpg,9/26/23
get him back!,9/26/23,13:02:24,FALSE,['Olivia Rodrigo'],GUTS,9/8/23,day,12,23,211141,91,TRUE,./images/get_him_back_olivia_rodrigo.jpg,9/26/23
Primera Cita,9/26/23,13:02:24,FALSE,['Carin Leon'],Colmillo De Leche,5/19/23,day,18,24,186455,85,FALSE,./images/primera_cita_carin_leon.jpg,9/26/23
Starboy,9/26/23,13:02:24,TRUE,"['The Weeknd', 'Daft Punk']",Starboy,11/25/16,day,18,25,230453,92,TRUE,./images/starboy_the_weeknd.jpg,9/26/23
Slow Dancing,9/26/23,13:02:24,FALSE,['V'],Layover,9/8/23,day,6,26,187026,93,FALSE,./images/slow_dancing_v.jpg,9/26/23
Sprinter,9/26/23,13:02:24,TRUE,"['Dave', 'Central Cee']",Sprinter,6/1/23,day,1,27,229133,94,TRUE,./images/sprinter_dave.jpg,9/26/23
Slime You Out (feat. SZA),9/26/23,13:02:24,TRUE,"['Drake', 'SZA']",Slime You Out,9/15/23,day,1,28,310490,89,TRUE,./images/slime_you_out_feat_sza_drake.jpg,9/26/23
Que Onda,9/26/23,13:02:24,TRUE,"['Calle 24', 'Chino Pacas', 'Fuerza Regida']",Que Onda,8/30/23,day,1,29,191466,90,TRUE,./images/que_onda_calle_24.jpg,9/26/23
Flowers,9/26/23,13:02:24,FALSE,['Miley Cyrus'],Endless Summer Vacation,8/18/23,day,14,30,200600,55,FALSE,./images/flowers_miley_cyrus.jpg,9/26/23
Según Quién,9/26/23,13:02:24,TRUE,"['Maluma', 'Carin Leon']",Don Juan,8/25/23,day,25,31,142334,78,TRUE,./images/segn_quin_maluma.jpg,9/26/23
Classy 101,9/26/23,13:02:24,TRUE,"['Feid', 'Young Miko']",Classy 101,3/31/23,day,1,32,195986,93,TRUE,./images/classy_101_feid.jpg,9/26/23
Holanda,9/26/23,13:02:24,FALSE,['Jhayco'],Holanda,7/28/23,day,1,33,231693,91,TRUE,./images/holanda_jhayco.jpg,9/26/23
Die For You,9/26/23,13:02:24,FALSE,['The Weeknd'],Starboy,11/24/16,day,18,34,260253,89,FALSE,./images/die_for_you_the_weeknd.jpg,9/26/23
Style,9/26/23,13:02:24,FALSE,['Taylor Swift'],1989,10/27/14,day,13,35,231000,81,FALSE,./images/style_taylor_swift.jpg,9/26/23
Blank Space,9/26/23,13:02:24,FALSE,['Taylor Swift'],1989,10/27/14,day,13,36,231826,81,FALSE,./images/blank_space_taylor_swift.jpg,9/26/23
Another Love,9/26/23,13:02:24,FALSE,['Tom Odell'],Long Way Down (Deluxe),6/24/13,day,15,37,244360,90,TRUE,./images/another_love_tom_odell.jpg,9/26/23
El Jefe,9/26/23,13:02:24,TRUE,"['Shakira', 'Fuerza Regida']",El Jefe,9/20/23,day,1,38,170297,80,TRUE,./images/el_jefe_shakira.jpg,9/26/23
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,9/26/23,13:02:24,TRUE,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),6/2/23,day,1,39,215466,92,TRUE,./images/popular_with_playboi_carti_madonna_music_from_the_hbo_original_series_the_weeknd.jpg,9/26/23
Super Shy,9/26/23,13:02:24,FALSE,['NewJeans'],NewJeans 'Super Shy',7/7/23,day,2,40,154666,92,FALSE,./images/super_shy_newjeans.jpg,9/26/23
MI EX TENÍA RAZÓN,9/26/23,13:02:24,FALSE,['KAROL G'],MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/23,day,9,41,154374,87,FALSE,./images/mi_ex_tena_razn_karol_g.jpg,9/26/23
I KNOW ?,9/26/23,13:02:24,FALSE,['Travis Scott'],UTOPIA,7/28/23,day,19,42,211582,92,TRUE,./images/i_know__travis_scott.jpg,9/26/23
Locked out of Heaven,9/26/23,13:02:24,FALSE,['Bruno Mars'],Unorthodox Jukebox,12/7/12,day,10,43,233478,90,FALSE,./images/locked_out_of_heaven_bruno_mars.jpg,9/26/23
Snooze,9/26/23,13:02:24,FALSE,['SZA'],SOS,12/9/22,day,23,44,201800,91,TRUE,./images/snooze_sza.jpg,9/26/23
See You Again (feat. Kali Uchis),9/26/23,13:02:24,TRUE,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,7/21/17,day,14,45,180386,91,TRUE,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,9/26/23
Sweater Weather,9/26/23,13:02:24,FALSE,['The Neighbourhood'],I Love You.,4/19/13,day,11,46,240400,90,FALSE,./images/sweater_weather_the_neighbourhood.jpg,9/26/23
WHERE SHE GOES,9/26/23,13:02:24,FALSE,['Bad Bunny'],WHERE SHE GOES,5/18/23,day,1,47,231704,93,TRUE,./images/where_she_goes_bad_bunny.jpg,9/26/23
Anti-Hero,9/26/23,13:02:24,FALSE,['Taylor Swift'],Midnights,10/21/22,day,13,48,200690,92,FALSE,./images/antihero_taylor_swift.jpg,9/26/23
Heeriye (feat. Arijit Singh),9/26/23,13:02:24,TRUE,"['Jasleen Royal', 'Arijit Singh', 'Dulquer Salmaan']",Heeriye (feat. Arijit Singh),7/25/23,day,1,49,194857,89,FALSE,./images/heeriye_feat_arijit_singh_jasleen_royal.jpg,9/26/23
Calm Down (with Selena Gomez),9/26/23,13:02:24,TRUE,"['Rema', 'Selena Gomez']",Rave & Roses Ultra,4/27/23,day,22,50,239317,80,FALSE,./images/calm_down_with_selena_gomez_rema.jpg,9/26/23
Paint The Town Red,9/27/23,8:46:15,FALSE,['Doja Cat'],Scarlet,9/20/23,day,15,1,230480,71,TRUE,./images/paint_the_town_red_doja_cat.jpg,9/27/23
Seven (feat. Latto) (Explicit Ver.),9/27/23,8:46:15,TRUE,"['Jung Kook', 'Latto']",Seven (feat. Latto),7/14/23,day,3,2,184400,97,TRUE,./images/seven_feat_latto_explicit_ver_jung_kook.jpg,9/27/23
UN PREVIEW,9/27/23,8:46:15,FALSE,['Bad Bunny'],UN PREVIEW,9/25/23,day,1,3,165582,0,FALSE,./images/un_preview_bad_bunny.jpg,9/27/23
Cruel Summer,9/27/23,8:46:15,FALSE,['Taylor Swift'],Lover,8/23/19,day,18,4,178426,98,FALSE,./images/cruel_summer_taylor_swift.jpg,9/27/23
Strangers,9/27/23,8:46:15,FALSE,['Kenya Grace'],Strangers,9/1/23,day,1,5,172964,93,FALSE,./images/strangers_kenya_grace.jpg,9/27/23
QLONA,9/27/23,8:46:15,TRUE,"['KAROL G', 'Peso Pluma']",MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/23,day,9,6,172797,92,TRUE,./images/qlona_karol_g.jpg,9/27/23
greedy,9/27/23,8:46:15,FALSE,['Tate McRae'],greedy,9/15/23,day,1,7,131872,89,TRUE,./images/greedy_tate_mcrae.jpg,9/27/23
LALA,9/27/23,8:46:15,FALSE,['Myke Towers'],LA VIDA ES UNA,3/23/23,day,23,8,197920,97,TRUE,./images/lala_myke_towers.jpg,9/27/23
vampire,9/27/23,8:46:15,FALSE,['Olivia Rodrigo'],GUTS,9/8/23,day,12,9,219724,93,TRUE,./images/vampire_olivia_rodrigo.jpg,9/27/23
Columbia,9/27/23,8:46:15,FALSE,['Quevedo'],Columbia,7/7/23,day,1,10,186000,95,FALSE,./images/columbia_quevedo.jpg,9/27/23
"What Was I Made For? [From The Motion Picture ""Barbie""]",9/27/23,8:46:15,FALSE,['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/23,day,1,11,222369,96,FALSE,./images/what_was_i_made_for_from_the_motion_picture_barbie_billie_eilish.jpg,9/27/23
fukumean,9/27/23,8:46:15,FALSE,['Gunna'],a Gift & a Curse,6/16/23,day,15,12,125040,95,TRUE,./images/fukumean_gunna.jpg,9/27/23
Dance The Night - From Barbie The Album,9/27/23,8:46:15,FALSE,['Dua Lipa'],Dance The Night (From Barbie The Album),5/25/23,day,1,13,176579,95,FALSE,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,9/27/23
Daylight,9/27/23,8:46:15,FALSE,['David Kushner'],Daylight,4/14/23,day,1,14,212953,94,FALSE,./images/daylight_david_kushner.jpg,9/27/23
LADY GAGA,9/27/23,8:46:15,TRUE,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,6/29/23,day,17,15,212878,94,TRUE,./images/lady_gaga_peso_pluma.jpg,9/27/23
I Wanna Be Yours,9/27/23,8:46:15,FALSE,['Arctic Monkeys'],AM,9/9/13,day,12,16,183956,93,FALSE,./images/i_wanna_be_yours_arctic_monkeys.jpg,9/27/23
Prada,9/27/23,8:46:15,TRUE,"['cassö', 'RAYE', 'D-Block Europe']",Prada,8/11/23,day,1,17,132359,92,TRUE,./images/prada_cass.jpg,9/27/23
bad idea right?,9/27/23,8:46:15,FALSE,['Olivia Rodrigo'],GUTS,9/8/23,day,12,18,184783,92,TRUE,./images/bad_idea_right_olivia_rodrigo.jpg,9/27/23
As It Was,9/27/23,8:46:15,FALSE,['Harry Styles'],Harry's House,5/20/22,day,13,19,167303,92,FALSE,./images/as_it_was_harry_styles.jpg,9/27/23
I Remember Everything (feat. Kacey Musgraves),9/27/23,8:46:15,TRUE,"['Zach Bryan', 'Kacey Musgraves']",Zach Bryan,8/25/23,day,16,20,227195,91,FALSE,./images/i_remember_everything_feat_kacey_musgraves_zach_bryan.jpg,9/27/23
Kill Bill,9/27/23,8:46:15,FALSE,['SZA'],SOS,12/8/22,day,23,21,153946,91,FALSE,./images/kill_bill_sza.jpg,9/27/23
Agora Hills,9/27/23,8:46:15,FALSE,['Doja Cat'],Scarlet,9/20/23,day,15,22,265360,64,TRUE,./images/agora_hills_doja_cat.jpg,9/27/23
Starboy,9/27/23,8:46:15,TRUE,"['The Weeknd', 'Daft Punk']",Starboy,11/25/16,day,18,23,230453,92,TRUE,./images/starboy_the_weeknd.jpg,9/27/23
Chaleya,9/27/23,8:46:15,TRUE,"['Anirudh Ravichander', 'Arijit Singh', 'Shilpa Rao', 'Kumaar']",Jawan,9/5/23,day,7,24,200373,79,FALSE,./images/chaleya_anirudh_ravichander.jpg,9/27/23
Primera Cita,9/27/23,8:46:15,FALSE,['Carin Leon'],Colmillo De Leche,5/19/23,day,18,25,186455,85,FALSE,./images/primera_cita_carin_leon.jpg,9/27/23
get him back!,9/27/23,8:46:15,FALSE,['Olivia Rodrigo'],GUTS,9/8/23,day,12,26,211141,92,TRUE,./images/get_him_back_olivia_rodrigo.jpg,9/27/23
Flowers,9/27/23,8:46:15,FALSE,['Miley Cyrus'],Endless Summer Vacation,8/18/23,day,14,27,200600,55,FALSE,./images/flowers_miley_cyrus.jpg,9/27/23
Según Quién,9/27/23,8:46:15,TRUE,"['Maluma', 'Carin Leon']",Don Juan,8/25/23,day,25,28,142334,79,TRUE,./images/segn_quin_maluma.jpg,9/27/23
Sprinter,9/27/23,8:46:15,TRUE,"['Dave', 'Central Cee']",Sprinter,6/1/23,day,1,29,229133,94,TRUE,./images/sprinter_dave.jpg,9/27/23
Holanda,9/27/23,8:46:15,FALSE,['Jhayco'],Holanda,7/28/23,day,1,30,231693,92,TRUE,./images/holanda_jhayco.jpg,9/27/23
Que Onda,9/27/23,8:46:15,TRUE,"['Calle 24', 'Chino Pacas', 'Fuerza Regida']",Que Onda,8/30/23,day,1,31,191466,90,TRUE,./images/que_onda_calle_24.jpg,9/27/23
Slow Dancing,9/27/23,8:46:15,FALSE,['V'],Layover,9/8/23,day,6,32,187026,93,FALSE,./images/slow_dancing_v.jpg,9/27/23
Classy 101,9/27/23,8:46:15,TRUE,"['Feid', 'Young Miko']",Classy 101,3/31/23,day,1,33,195986,93,TRUE,./images/classy_101_feid.jpg,9/27/23
Style,9/27/23,8:46:15,FALSE,['Taylor Swift'],1989,10/27/14,day,13,34,231000,81,FALSE,./images/style_taylor_swift.jpg,9/27/23
Die For You,9/27/23,8:46:15,FALSE,['The Weeknd'],Starboy,11/24/16,day,18,35,260253,89,FALSE,./images/die_for_you_the_weeknd.jpg,9/27/23
Blank Space,9/27/23,8:46:15,FALSE,['Taylor Swift'],1989,10/27/14,day,13,36,231826,81,FALSE,./images/blank_space_taylor_swift.jpg,9/27/23
Slime You Out (feat. SZA),9/27/23,8:46:15,TRUE,"['Drake', 'SZA']",Slime You Out,9/15/23,day,1,37,310490,89,TRUE,./images/slime_you_out_feat_sza_drake.jpg,9/27/23
Another Love,9/27/23,8:46:15,FALSE,['Tom Odell'],Long Way Down (Deluxe),6/24/13,day,15,38,244360,90,TRUE,./images/another_love_tom_odell.jpg,9/27/23
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,9/27/23,8:46:15,TRUE,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),6/2/23,day,1,39,215466,92,TRUE,./images/popular_with_playboi_carti_madonna_music_from_the_hbo_original_series_the_weeknd.jpg,9/27/23
El Jefe,9/27/23,8:46:15,TRUE,"['Shakira', 'Fuerza Regida']",El Jefe,9/20/23,day,1,40,170297,81,TRUE,./images/el_jefe_shakira.jpg,9/27/23
MI EX TENÍA RAZÓN,9/27/23,8:46:15,FALSE,['KAROL G'],MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/23,day,9,41,154374,88,FALSE,./images/mi_ex_tena_razn_karol_g.jpg,9/27/23
I KNOW ?,9/27/23,8:46:15,FALSE,['Travis Scott'],UTOPIA,7/28/23,day,19,42,211582,92,TRUE,./images/i_know__travis_scott.jpg,9/27/23
Locked out of Heaven,9/27/23,8:46:15,FALSE,['Bruno Mars'],Unorthodox Jukebox,12/7/12,day,10,43,233478,90,FALSE,./images/locked_out_of_heaven_bruno_mars.jpg,9/27/23
Super Shy,9/27/23,8:46:15,FALSE,['NewJeans'],NewJeans 'Super Shy',7/7/23,day,2,44,154666,92,FALSE,./images/super_shy_newjeans.jpg,9/27/23
un x100to,9/27/23,8:46:15,TRUE,"['Grupo Frontera', 'Bad Bunny']",El Comienzo,8/25/23,day,12,45,194563,82,FALSE,./images/un_x100to_grupo_frontera.jpg,9/27/23
See You Again (feat. Kali Uchis),9/27/23,8:46:15,TRUE,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,7/21/17,day,14,46,180386,91,TRUE,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,9/27/23
Snooze,9/27/23,8:46:15,FALSE,['SZA'],SOS,12/9/22,day,23,47,201800,91,TRUE,./images/snooze_sza.jpg,9/27/23
Anti-Hero,9/27/23,8:46:15,FALSE,['Taylor Swift'],Midnights,10/21/22,day,13,48,200690,92,FALSE,./images/antihero_taylor_swift.jpg,9/27/23
Sweater Weather,9/27/23,8:46:15,FALSE,['The Neighbourhood'],I Love You.,4/19/13,day,11,49,240400,90,FALSE,./images/sweater_weather_the_neighbourhood.jpg,9/27/23
